exercise,note,start_s,end_s,dur_s
4,D3,1060.362,1060.687,0.325
4,F#2,1060.687,1060.85,0.163
4,F#3,1060.85,1061.012,0.163
4,F#2,1061.012,1061.105,0.093
4,F#3,1061.338,1061.639,0.302
4,F#2,1061.639,1061.732,0.093
4,D3,1061.732,1061.941,0.209
4,D#3,1062.382,1062.638,0.255
4,D#3,1062.986,1063.288,0.302
4,G3,1063.358,1063.543,0.186
4,G#3,1063.543,1063.683,0.139
4,A#3,1063.729,1063.845,0.116
4,G#3,1063.892,1064.077,0.186
4,G3,1064.077,1064.263,0.186
4,D#3,1064.379,1064.588,0.209
4,G3,1064.681,1064.89,0.209
4,G#3,1064.89,1065.006,0.116
4,A#3,1065.029,1065.169,0.139
4,G#3,1065.215,1065.355,0.139
4,G3,1065.355,1065.564,0.209
4,D#3,1065.656,1065.982,0.325
4,G2,1065.982,1066.098,0.116
4,G3,1066.098,1066.307,0.209
4,C2,1066.307,1066.446,0.139
4,A#3,1066.446,1066.655,0.209
4,C2,1066.655,1066.771,0.116
4,G3,1066.794,1066.957,0.163
4,G2,1066.957,1067.05,0.093
4,D#3,1067.05,1067.282,0.232
4,E3,1067.677,1068.257,0.58
4,E3,1068.373,1068.629,0.255
4,G#3,1068.768,1068.93,0.163
4,B3,1069.023,1069.302,0.279
4,G#3,1069.372,1069.557,0.186
4,F#3,1069.581,1069.72,0.139
4,E3,1069.743,1069.929,0.186
4,G#3,1069.975,1070.231,0.255
4,B3,1070.324,1070.602,0.279
4,G#3,1070.649,1070.904,0.255
4,F#3,1070.927,1071.02,0.093
4,E3,1071.02,1071.345,0.325
4,G#3,1071.345,1071.624,0.279
4,C#2,1071.647,1071.74,0.093
4,B3,1071.74,1072.019,0.279
4,C#2,1072.019,1072.112,0.093
4,G#3,1072.135,1072.321,0.186
4,E3,1072.367,1072.762,0.395
4,F3,1073.017,1073.528,0.511
4,F3,1073.667,1073.876,0.209
4,G3,1073.9,1074.062,0.163
4,A#3,1074.132,1074.41,0.279
4,A#3,1074.503,1074.782,0.279
4,G3,1074.828,1074.991,0.163
4,F3,1075.061,1075.177,0.116
4,G3,1075.2,1075.432,0.232
4,A#3,1075.548,1075.711,0.163
4,C2,1075.711,1075.896,0.186
4,A#3,1075.896,1076.082,0.186
4,G3,1076.175,1076.384,0.209
4,F3,1076.384,1076.732,0.348
4,C4,1077.15,1077.29,0.139
4,F3,1077.777,1078.033,0.255
4,F#3,1078.358,1078.845,0.488
4,F#3,1078.985,1079.263,0.279
4,A#3,1079.333,1079.542,0.209
4,B3,1079.542,1079.681,0.139
4,C#4,1079.728,1079.821,0.093
4,B3,1079.867,1080.099,0.232
4,A#3,1080.099,1080.262,0.163
4,F#3,1080.378,1080.633,0.255
4,A#3,1080.657,1080.912,0.255
4,C#4,1081.028,1081.191,0.163
4,B3,1081.26,1081.4,0.139
4,A#3,1081.4,1081.562,0.163
4,F#3,1081.678,1081.98,0.302
4,F#2,1081.98,1082.073,0.093
4,A#3,1082.073,1082.305,0.232
4,D#2,1082.305,1082.398,0.093
4,F#2,1082.398,1082.491,0.093
4,C#4,1082.491,1082.653,0.163
4,D#2,1082.723,1082.816,0.093
4,A#3,1082.816,1083.025,0.209
4,F#2,1083.025,1083.141,0.116
4,F#3,1083.141,1083.559,0.418
4,G3,1083.629,1084.256,0.627
4,G3,1084.279,1084.604,0.325
4,B2,1084.674,1084.766,0.093
4,B3,1084.766,1084.859,0.093
4,C4,1084.859,1085.022,0.163
4,C4,1085.208,1085.37,0.163
4,B3,1085.37,1085.579,0.209
4,G3,1085.695,1085.927,0.232
4,B3,1085.951,1086.229,0.279
4,C4,1086.229,1086.345,0.116
4,C4,1086.508,1086.694,0.186
4,B3,1086.694,1086.856,0.163
4,G3,1086.972,1087.344,0.372
4,B3,1087.414,1087.646,0.232
4,E2,1087.646,1087.785,0.139
4,B3,1087.971,1088.366,0.395
4,G2,1088.366,1088.482,0.116
4,G3,1088.482,1088.76,0.279
4,G#3,1089.016,1089.41,0.395
4,G#3,1089.666,1089.945,0.279
4,C4,1090.037,1090.13,0.093
4,C#4,1090.13,1090.362,0.232
4,C#4,1090.548,1090.711,0.163
4,C4,1090.711,1090.827,0.116
4,A#3,1090.897,1090.989,0.093
4,G#3,1091.059,1091.245,0.186
4,C4,1091.361,1091.477,0.116
4,C#4,1091.477,1091.663,0.186
4,D#4,1091.732,1091.872,0.139
4,C#4,1091.941,1092.104,0.163
4,C4,1092.104,1092.197,0.093
4,G#3,1092.336,1092.661,0.325
4,C4,1092.754,1092.963,0.209
4,D#4,1093.033,1093.358,0.325
4,C4,1093.428,1093.636,0.209
4,G#3,1093.706,1094.124,0.418
4,A3,1095.053,1095.215,0.163
4,B2,1095.215,1095.308,0.093
4,C#4,1095.401,1095.61,0.209
4,C#4,1095.958,1096.167,0.209
4,B2,1096.307,1096.4,0.093
4,B2,1096.469,1096.585,0.116
4,C#4,1096.655,1096.91,0.255
4,C#4,1097.328,1097.561,0.232
4,C#4,1097.979,1098.443,0.464
4,C#4,1098.629,1099.07,0.441
4,A#3,1099.674,1100.254,0.58
4,A#3,1100.37,1100.602,0.232
4,D#4,1100.788,1100.997,0.209
4,D#4,1101.183,1101.438,0.255
4,C4,1101.508,1101.624,0.116
4,A#3,1101.717,1101.856,0.139
4,C4,1101.88,1101.996,0.116
4,D#4,1102.112,1102.367,0.255
4,D#4,1102.53,1102.739,0.209
4,A#3,1103.041,1103.389,0.348
4,D3,1103.389,1103.482,0.093
4,A#3,1104.387,1104.852,0.464
4,B3,1104.991,1105.873,0.882
4,D#4,1106.082,1106.222,0.139
4,E4,1106.524,1106.709,0.186
4,D#4,1106.709,1106.872,0.163
4,B3,1107.081,1107.174,0.093
4,C#4,1107.243,1107.359,0.116
4,D#4,1107.429,1107.592,0.163
4,D#4,1107.986,1108.195,0.209
4,B3,1108.335,1108.613,0.279
4,D#3,1108.637,1108.729,0.093
4,D#4,1108.729,1109.055,0.325
4,F#4,1109.124,1109.264,0.139
4,D#4,1109.31,1109.635,0.325
4,E2,1109.705,1109.798,0.093
4,B3,1109.798,1110.216,0.418
4,C4,1110.332,1110.842,0.511
4,C4,1110.982,1111.284,0.302
4,G2,1111.794,1111.887,0.093
4,C4,1112.398,1112.561,0.163
4,G4,1113.048,1113.141,0.093
4,G2,1113.141,1113.234,0.093
4,C4,1113.722,1114.0,0.279
4,C2,1114.0,1114.163,0.163
4,G4,1114.372,1114.651,0.279
4,C2,1114.651,1114.79,0.139
4,C4,1115.069,1115.37,0.302
4,C#4,1115.626,1116.229,0.604
4,C#4,1116.322,1116.624,0.302
4,F4,1116.764,1116.88,0.116
4,F#4,1116.88,1116.996,0.116
4,F#4,1117.205,1117.414,0.209
4,D#4,1117.553,1117.669,0.116
4,C#4,1117.716,1117.855,0.139
4,F4,1118.041,1118.134,0.093
4,F#4,1118.134,1118.389,0.255
4,F#4,1118.482,1118.737,0.255
4,F4,1118.737,1118.853,0.116
4,C#4,1119.016,1119.341,0.325
4,C#2,1119.387,1119.504,0.116
4,C#4,1120.386,1120.827,0.441
4,D4,1121.663,1121.872,0.209
4,F#4,1121.965,1122.151,0.186
4,G4,1122.151,1122.383,0.232
4,G4,1122.499,1122.661,0.163
4,F#4,1122.661,1122.917,0.255
4,F#4,1123.265,1123.474,0.209
4,G4,1123.474,1123.73,0.255
4,G4,1123.799,1124.055,0.255
4,F#4,1124.055,1124.287,0.232
4,D2,1124.635,1124.728,0.093
4,F#4,1124.728,1125.053,0.325
4,F#4,1125.332,1125.657,0.325
4,D2,1125.657,1125.75,0.093
4,D#4,1126.307,1126.911,0.604
4,D#4,1126.957,1127.236,0.279
4,D#2,1127.236,1127.352,0.116
4,G4,1127.352,1127.654,0.302
4,G4,1127.956,1128.211,0.255
4,G4,1128.699,1128.954,0.255
4,G4,1129.326,1129.558,0.232
4,D#4,1129.72,1129.999,0.279
4,D#2,1129.999,1130.138,0.139
4,G4,1130.138,1130.417,0.279
4,G4,1130.672,1130.997,0.325
4,D#2,1130.997,1131.113,0.116
4,D#4,1131.113,1131.531,0.418
4,E4,1131.74,1131.949,0.209
4,E4,1132.367,1132.576,0.209
4,F#4,1132.623,1132.716,0.093
4,A4,1132.855,1132.994,0.139
4,A4,1133.25,1133.389,0.139
4,F#4,1133.552,1133.714,0.163
4,F#4,1133.853,1134.062,0.209
4,G4,1134.062,1134.155,0.093
4,F#4,1134.875,1135.014,0.139
4,G#4,1135.386,1135.525,0.139
4,G#4,1136.036,1136.175,0.139
4,F4,1136.988,1137.29,0.302
4,F4,1137.662,1137.87,0.209
4,A#4,1138.149,1138.335,0.186
4,A#2,1138.474,1138.567,0.093
4,A#4,1138.567,1138.73,0.163
4,G4,1138.869,1138.985,0.116
4,G4,1139.217,1139.333,0.116
4,G#4,1139.333,1139.426,0.093
4,A#4,1139.473,1139.658,0.186
4,A#4,1139.891,1140.053,0.163
4,A4,1140.053,1140.146,0.093
4,G4,1140.216,1140.309,0.093
4,F4,1140.378,1140.587,0.209
4,F2,1140.61,1140.727,0.116
4,A4,1140.773,1140.959,0.186
4,A4,1141.33,1141.632,0.302
4,E4,1142.422,1142.607,0.186
4,E4,1143.025,1143.165,0.139
4,F#4,1143.234,1143.35,0.116
4,A4,1143.513,1143.652,0.139
4,G#4,1144.001,1144.14,0.139
4,F#4,1144.21,1144.349,0.139
4,F#4,1144.488,1144.674,0.186
4,G#4,1144.744,1144.836,0.093
4,A4,1144.836,1144.999,0.163
4,A4,1145.208,1145.394,0.186
4,F#4,1145.556,1145.672,0.116
4,D#4,1147.646,1148.203,0.557
4,D#4,1148.319,1148.575,0.255
4,D#2,1148.575,1148.714,0.139
4,G4,1148.714,1148.9,0.186
4,G4,1149.295,1149.504,0.209
4,D#2,1149.689,1149.875,0.186
4,G4,1149.991,1150.224,0.232
4,G4,1150.665,1150.874,0.209
4,D#2,1150.897,1151.059,0.163
4,D#4,1151.059,1151.292,0.232
4,D#2,1151.292,1151.408,0.116
4,G4,1151.408,1151.71,0.302
4,G4,1151.988,1152.29,0.302
4,D#2,1152.29,1152.406,0.116
4,D#4,1152.406,1152.894,0.488
4,D4,1153.637,1153.846,0.209
4,F#4,1153.962,1154.171,0.209
4,G4,1154.171,1154.38,0.209
4,G4,1154.426,1154.728,0.302
4,F#4,1154.728,1154.891,0.163
4,F#4,1155.332,1155.494,0.163
4,G4,1155.494,1155.75,0.255
4,G4,1155.773,1156.029,0.255
4,F#4,1156.029,1156.214,0.186
4,F#4,1156.679,1157.05,0.372
4,F#4,1157.306,1157.654,0.348
4,D2,1157.654,1157.816,0.163
4,D4,1157.816,1157.956,0.139
4,C#4,1158.304,1158.885,0.58
4,C#4,1158.977,1159.279,0.302
4,F#4,1159.488,1160.046,0.557
4,F4,1160.046,1160.162,0.116
4,C#4,1160.347,1160.626,0.279
4,F#4,1160.858,1160.998,0.139
4,F#4,1161.16,1161.369,0.209
4,C#4,1161.671,1161.996,0.325
4,C#2,1162.066,1162.159,0.093
4,C#4,1163.041,1163.505,0.464
4,C4,1163.621,1164.202,0.58
4,C4,1164.295,1164.55,0.255
4,F4,1164.899,1164.991,0.093
4,G2,1165.015,1165.2,0.186
4,C4,1165.734,1165.851,0.116
4,G4,1166.361,1166.454,0.093
4,G2,1166.454,1166.547,0.093
4,C4,1167.058,1167.313,0.255
4,C2,1167.313,1167.499,0.186
4,G4,1167.708,1167.964,0.255
4,C2,1167.964,1168.103,0.139
4,C4,1168.382,1168.799,0.418
4,B3,1168.985,1169.519,0.534
4,B3,1169.635,1169.914,0.279
4,D4,1169.984,1170.1,0.116
4,D#4,1170.1,1170.239,0.139
4,D#4,1170.657,1170.843,0.186
4,C#4,1170.912,1171.005,0.093
4,B3,1171.052,1171.191,0.139
4,D#4,1171.377,1171.609,0.232
4,D#4,1172.004,1172.166,0.163
4,D4,1172.166,1172.259,0.093
4,B3,1172.352,1172.631,0.279
4,D#3,1172.677,1172.77,0.093
4,D#4,1172.77,1173.072,0.302
4,F#4,1173.142,1173.304,0.163
4,D#4,1173.327,1173.652,0.325
4,E2,1173.722,1173.815,0.093
4,B3,1173.815,1174.117,0.302
4,A#3,1174.395,1174.813,0.418
4,A#3,1174.999,1175.301,0.302
4,D#4,1175.44,1175.719,0.279
4,D#4,1175.812,1176.114,0.302
4,C4,1176.183,1176.3,0.116
4,A#3,1176.392,1176.555,0.163
4,D#4,1176.764,1176.996,0.232
4,D#4,1177.205,1177.414,0.209
4,A#3,1177.669,1178.018,0.348
4,A#3,1179.016,1179.481,0.464
4,C#4,1180.688,1180.92,0.232
4,C#4,1181.315,1181.501,0.186
4,B2,1181.826,1181.919,0.093
4,C#4,1182.012,1182.244,0.232
4,D4,1182.569,1182.662,0.093
4,C#4,1182.662,1182.894,0.232
4,C#4,1183.335,1183.73,0.395
4,C#4,1183.985,1184.38,0.395
4,G#3,1184.984,1185.448,0.464
4,G#3,1185.634,1185.959,0.325
4,C#4,1186.098,1186.284,0.186
4,D#4,1186.354,1186.47,0.116
4,C#4,1186.54,1186.749,0.209
4,A#3,1186.841,1187.004,0.163
4,G#3,1187.05,1187.236,0.186
4,C4,1187.352,1187.538,0.186
4,C#4,1187.538,1187.631,0.093
4,D#4,1187.654,1187.817,0.163
4,C#4,1187.886,1188.118,0.232
4,G#3,1188.327,1188.653,0.325
4,C4,1188.815,1188.931,0.116
4,D#4,1189.001,1189.326,0.325
4,C4,1189.396,1189.628,0.232
4,G#3,1189.721,1189.999,0.279
4,G3,1190.301,1190.835,0.534
4,G3,1190.951,1191.253,0.302
4,B3,1191.416,1191.555,0.139
4,C4,1191.555,1191.694,0.139
4,C4,1191.857,1192.019,0.163
4,B3,1192.019,1192.298,0.279
4,G3,1192.368,1192.553,0.186
4,B3,1192.623,1192.902,0.279
4,C4,1192.902,1193.018,0.116
4,C4,1193.18,1193.32,0.139
4,B3,1193.32,1193.529,0.209
4,G3,1193.691,1193.947,0.255
4,B3,1193.993,1194.318,0.325
4,E2,1194.318,1194.411,0.093
4,B3,1194.62,1195.015,0.395
4,G2,1195.015,1195.108,0.093
4,G3,1195.108,1195.41,0.302
4,F#3,1195.688,1196.153,0.464
4,F#3,1196.292,1196.617,0.325
4,B3,1196.803,1197.012,0.209
4,B3,1197.221,1197.406,0.186
4,A#3,1197.406,1197.569,0.163
4,G#3,1197.615,1197.708,0.093
4,F#3,1197.732,1197.871,0.139
4,G#3,1197.894,1198.01,0.116
4,A#3,1198.01,1198.242,0.232
4,B3,1198.242,1198.382,0.139
4,B3,1198.544,1198.753,0.209
4,A#3,1198.753,1198.985,0.232
4,F#3,1199.009,1199.287,0.279
4,F#2,1199.287,1199.403,0.116
4,A#3,1199.403,1199.612,0.209
4,D#2,1199.612,1199.752,0.139
4,C#4,1199.821,1199.961,0.139
4,A#3,1200.1,1200.332,0.232
4,F#2,1200.332,1200.471,0.139
4,F#3,1200.471,1200.75,0.279
4,F3,1201.006,1201.563,0.557
4,F3,1201.632,1201.865,0.232
4,G3,1201.865,1202.027,0.163
4,G2,1202.027,1202.12,0.093
4,A#3,1202.12,1202.376,0.255
4,C2,1202.376,1202.515,0.139
4,A#3,1202.515,1202.747,0.232
4,G3,1202.793,1203.049,0.255
4,F3,1203.072,1203.165,0.093
4,G3,1203.211,1203.374,0.163
4,A#3,1203.444,1203.699,0.255
4,C2,1203.699,1203.838,0.139
4,A#3,1203.838,1204.094,0.255
4,G3,1204.14,1204.303,0.163
4,G2,1204.303,1204.396,0.093
4,F3,1204.465,1204.651,0.186
4,C4,1205.115,1205.301,0.186
4,F3,1205.742,1206.021,0.279
4,E3,1206.323,1206.88,0.557
4,E3,1206.95,1207.205,0.255
4,F#3,1207.229,1207.321,0.093
4,G#3,1207.368,1207.53,0.163
4,B3,1207.623,1207.879,0.255
4,G#3,1207.925,1208.204,0.279
4,F#3,1208.227,1208.32,0.093
4,E3,1208.343,1208.575,0.232
4,G#3,1208.622,1208.9,0.279
4,B3,1208.97,1209.225,0.255
4,G#3,1209.295,1209.527,0.232
4,F#3,1209.55,1209.667,0.116
4,E3,1209.667,1209.992,0.325
4,G#3,1209.992,1210.294,0.302
4,B3,1210.363,1210.665,0.302
4,C#2,1210.665,1210.781,0.116
4,G#3,1210.804,1210.99,0.186
4,E3,1211.037,1211.338,0.302
4,D#3,1211.64,1212.105,0.464
4,D#3,1212.337,1212.592,0.255
4,G3,1212.708,1212.894,0.186
4,G#3,1212.894,1212.987,0.093
4,A#3,1213.01,1213.173,0.163
4,G#3,1213.242,1213.382,0.139
4,G3,1213.382,1213.544,0.163
4,D#3,1213.66,1213.962,0.302
4,G3,1214.009,1214.241,0.232
4,G#3,1214.241,1214.334,0.093
4,A#3,1214.357,1214.52,0.163
4,G#3,1214.589,1214.682,0.093
4,G3,1214.682,1214.938,0.255
4,D#3,1214.984,1215.332,0.348
4,G2,1215.332,1215.448,0.116
4,G3,1215.448,1215.611,0.163
4,C2,1215.611,1215.75,0.139
4,A#3,1215.75,1215.982,0.232
4,C2,1215.982,1216.122,0.139
4,G3,1216.122,1216.284,0.163
4,D#3,1216.354,1216.656,0.302
4,D3,1217.004,1217.445,0.441
4,D3,1217.677,1217.933,0.255
4,E3,1217.933,1218.049,0.116
4,G3,1218.119,1218.351,0.232
4,G3,1218.421,1218.676,0.255
4,F#3,1218.676,1218.885,0.209
4,D3,1218.978,1219.21,0.232
4,E3,1219.21,1219.373,0.163
4,F#3,1219.396,1219.489,0.093
4,G3,1219.489,1219.721,0.232
4,G#3,1219.721,1219.814,0.093
4,G3,1219.814,1220.069,0.255
4,F#3,1220.069,1220.255,0.186
4,D3,1220.301,1220.673,0.372
4,F#2,1220.673,1220.812,0.139
4,F#3,1220.812,1221.021,0.209
4,F#3,1221.323,1221.648,0.325
4,D3,1221.718,1222.02,0.302
4,C#3,1222.368,1222.786,0.418
4,C#3,1222.995,1223.227,0.232
4,D#3,1223.25,1223.39,0.139
4,F3,1223.413,1223.575,0.163
4,G#3,1223.691,1223.854,0.163
4,F#3,1223.9,1224.063,0.163
4,F3,1224.063,1224.156,0.093
4,D#3,1224.202,1224.388,0.186
4,C#3,1224.388,1224.504,0.116
4,D#3,1224.504,1224.713,0.209
4,F3,1224.736,1224.829,0.093
4,F#3,1224.829,1225.015,0.186
4,G#3,1225.061,1225.178,0.116
4,F#3,1225.224,1225.387,0.163
4,F3,1225.387,1225.479,0.093
4,D#3,1225.503,1225.712,0.209
4,C#3,1225.712,1226.037,0.325
4,F3,1226.106,1226.362,0.255
4,G#3,1226.362,1226.71,0.348
4,F3,1226.71,1226.965,0.255
4,C#3,1227.012,1227.36,0.348
4,C3,1227.685,1228.126,0.441
4,C3,1228.335,1228.568,0.232
4,D3,1228.568,1228.684,0.116
4,E3,1228.684,1228.916,0.232
4,F3,1228.916,1229.009,0.093
4,G3,1229.032,1229.241,0.209
4,E3,1229.311,1229.52,0.209
4,D3,1229.543,1229.705,0.163
4,D3,1229.798,1230.03,0.232
4,E3,1230.054,1230.216,0.163
4,F3,1230.216,1230.309,0.093
4,G3,1230.332,1230.541,0.209
4,F3,1230.565,1230.657,0.093
4,E3,1230.657,1230.866,0.209
4,C3,1231.075,1231.331,0.255
4,E3,1231.331,1231.656,0.325
4,G3,1231.656,1232.004,0.348
4,E3,1232.004,1232.283,0.279
4,C3,1232.399,1232.654,0.255
4,B2,1232.979,1233.931,0.952
4,D#3,1234.001,1234.21,0.209
4,E3,1234.21,1234.419,0.209
4,F#3,1234.419,1234.535,0.116
4,E3,1234.535,1234.674,0.139
4,D#3,1234.674,1234.953,0.279
4,B2,1234.976,1235.209,0.232
4,C#3,1235.209,1235.301,0.093
4,D#3,1235.301,1235.534,0.232
4,E3,1235.534,1235.673,0.139
4,F#3,1235.673,1235.835,0.163
4,E3,1235.835,1235.998,0.163
4,D#3,1235.998,1236.253,0.255
4,B2,1236.37,1236.625,0.255
4,D#3,1236.625,1237.02,0.395
4,F#2,1237.02,1237.113,0.093
4,F#3,1237.113,1237.322,0.209
4,D#3,1237.345,1237.6,0.255
4,B2,1237.647,1238.157,0.511
4,A#2,1238.274,1239.342,1.068
4,D3,1239.342,1239.504,0.163
4,D#3,1239.504,1239.62,0.116
4,D#2,1239.62,1239.713,0.093
4,D#3,1239.783,1240.038,0.255
4,D3,1240.038,1240.224,0.186
4,C3,1240.224,1240.317,0.093
4,A#2,1240.317,1240.596,0.279
4,D3,1240.712,1240.828,0.116
4,D#3,1240.828,1241.06,0.232
4,D#3,1241.199,1241.339,0.139
4,D3,1241.339,1241.594,0.255
4,A#2,1241.64,1242.082,0.441
4,D3,1242.082,1242.267,0.186
4,F2,1242.384,1242.476,0.093
4,F3,1242.476,1242.616,0.139
4,D3,1242.639,1242.964,0.325
4,A#2,1242.987,1244.102,1.115
4,E3,1248.096,1248.374,0.279
4,D3,1248.397,1248.63,0.232
4,D#3,1248.955,1249.048,0.093
4,D3,1249.048,1249.187,0.139
4,G2,1250.418,1250.627,0.209
5,F3,1252.37,1252.533,0.163
5,B2,1252.695,1252.788,0.093
5,A2,1252.95,1253.183,0.232
5,A#2,1253.206,1253.554,0.348
5,A#2,1255.226,1255.667,0.441
5,D3,1255.69,1255.946,0.255
5,C#3,1256.039,1256.201,0.163
5,D#3,1256.271,1256.642,0.372
5,D3,1256.642,1256.805,0.163
5,D#3,1256.805,1256.898,0.093
5,F#3,1257.014,1257.177,0.163
5,E3,1257.246,1257.339,0.093
5,E3,1257.409,1257.502,0.093
5,G3,1257.618,1257.92,0.302
5,F#3,1257.92,1258.221,0.302
5,G3,1258.221,1258.314,0.093
5,A3,1258.338,1258.57,0.232
5,G#3,1258.57,1258.663,0.093
5,G3,1258.663,1258.848,0.186
5,A#3,1258.964,1259.568,0.604
5,B3,1259.568,1259.986,0.418
5,A#3,1259.986,1260.543,0.557
5,B3,1260.543,1260.636,0.093
5,D4,1260.66,1260.799,0.139
5,A#3,1260.892,1261.263,0.372
5,B3,1261.263,1261.565,0.302
5,A3,1261.635,1261.937,0.302
5,A#3,1261.937,1262.238,0.302
5,G#3,1262.285,1262.378,0.093
5,G3,1262.378,1262.517,0.139
5,A3,1262.587,1262.842,0.255
5,G#3,1262.842,1262.935,0.093
5,F3,1262.982,1263.214,0.232
5,G3,1263.283,1263.585,0.302
5,D#3,1263.655,1263.91,0.255
5,F3,1263.957,1264.235,0.279
5,D#3,1264.259,1264.351,0.093
5,D3,1264.351,1264.491,0.139
5,D#3,1264.491,1264.932,0.441
5,C3,1264.955,1265.257,0.302
5,A#2,1265.28,1265.884,0.604
5,B2,1265.884,1267.393,1.509
5,B2,1268.554,1268.949,0.395
5,D#3,1268.995,1269.274,0.279
5,C#3,1269.297,1269.506,0.209
5,E3,1269.576,1269.901,0.325
5,D#3,1269.901,1270.203,0.302
5,F#3,1270.296,1270.574,0.279
5,E3,1270.621,1270.853,0.232
5,G#3,1270.992,1271.271,0.279
5,G3,1271.271,1271.387,0.116
5,G3,1271.457,1271.573,0.116
5,A#3,1271.666,1271.898,0.232
5,A3,1271.898,1272.13,0.232
5,B3,1272.2,1272.571,0.372
5,A#3,1272.571,1272.85,0.279
5,C4,1272.92,1273.222,0.302
5,B3,1273.222,1273.848,0.627
5,C4,1273.848,1273.941,0.093
5,D#4,1273.941,1274.197,0.255
5,B3,1274.243,1274.615,0.372
5,C4,1274.615,1274.708,0.093
5,C#4,1274.708,1274.8,0.093
5,C4,1274.8,1274.893,0.093
5,A#3,1274.94,1275.265,0.325
5,B3,1275.265,1275.52,0.255
5,G#3,1275.636,1275.845,0.209
5,A#3,1275.915,1276.147,0.232
5,F#3,1276.287,1276.565,0.279
5,G3,1276.565,1276.658,0.093
5,G3,1276.728,1276.844,0.116
5,E3,1276.913,1277.169,0.255
5,F#3,1277.239,1277.517,0.279
5,D#3,1277.61,1277.866,0.255
5,E3,1277.866,1278.214,0.348
5,C#3,1278.237,1278.539,0.302
5,B2,1278.539,1279.212,0.673
5,C3,1279.212,1280.048,0.836
5,C3,1281.836,1282.208,0.372
5,E3,1282.254,1282.393,0.139
5,F3,1282.393,1282.533,0.139
5,E3,1282.533,1282.626,0.093
5,D3,1282.649,1282.788,0.139
5,F3,1282.858,1283.299,0.441
5,E3,1283.299,1283.462,0.163
5,G3,1283.578,1283.949,0.372
5,F#3,1283.949,1284.181,0.232
5,G3,1284.181,1284.274,0.093
5,A3,1284.297,1284.576,0.279
5,G3,1284.623,1284.831,0.209
5,B3,1284.924,1285.249,0.325
5,A#3,1285.249,1285.505,0.255
5,B3,1285.505,1285.598,0.093
5,C4,1285.598,1285.853,0.255
5,B3,1285.853,1286.201,0.348
5,C4,1286.201,1286.318,0.116
5,C#4,1286.318,1286.503,0.186
5,C4,1286.503,1287.107,0.604
5,C#4,1287.107,1287.246,0.139
5,E4,1287.246,1287.525,0.279
5,C4,1287.571,1287.989,0.418
5,C#4,1287.989,1288.152,0.163
5,B3,1288.198,1288.593,0.395
5,C4,1288.593,1288.779,0.186
5,B3,1288.779,1288.895,0.116
5,A3,1288.941,1289.15,0.209
5,B3,1289.197,1289.475,0.279
5,G3,1289.568,1289.893,0.325
5,G#3,1289.893,1290.01,0.116
5,G#3,1290.079,1290.172,0.093
5,F3,1290.288,1290.52,0.232
5,G3,1290.59,1290.845,0.255
5,E3,1290.938,1291.24,0.302
5,F3,1291.24,1291.542,0.302
5,D3,1291.589,1291.844,0.255
5,C3,1291.914,1292.123,0.209
5,C#3,1292.123,1292.285,0.163
5,C3,1292.285,1292.471,0.186
5,C#3,1292.471,1293.26,0.789
5,C#3,1295.257,1295.582,0.325
5,F3,1295.652,1295.907,0.255
5,D#3,1295.954,1296.163,0.209
5,F#3,1296.209,1296.604,0.395
5,F3,1296.604,1296.883,0.279
5,G#3,1296.906,1297.231,0.325
5,F#3,1297.277,1297.533,0.255
5,A#3,1297.602,1297.928,0.325
5,G#3,1297.974,1298.16,0.186
5,C4,1298.229,1298.508,0.279
5,A#3,1298.554,1298.856,0.302
5,C#4,1298.926,1299.274,0.348
5,C4,1299.274,1299.53,0.255
5,D#4,1299.576,1299.855,0.279
5,C#4,1299.878,1300.505,0.627
5,C#3,1300.505,1300.621,0.116
5,F4,1300.691,1300.807,0.116
5,C#3,1300.83,1300.946,0.116
5,C#4,1300.946,1301.271,0.325
5,D#4,1301.318,1301.62,0.302
5,C4,1301.712,1301.852,0.139
5,C#4,1301.852,1302.223,0.372
5,F#2,1302.223,1302.316,0.093
5,A#3,1302.316,1302.572,0.255
5,C4,1302.618,1302.873,0.255
5,G#3,1302.943,1303.198,0.255
5,A#3,1303.222,1303.547,0.325
5,F#2,1303.547,1303.686,0.139
5,F#3,1303.686,1303.895,0.209
5,G#3,1303.918,1304.243,0.325
5,F3,1304.243,1304.545,0.302
5,F#3,1304.545,1304.94,0.395
5,D#3,1304.963,1305.242,0.279
5,C#3,1305.242,1305.753,0.511
5,D3,1305.869,1306.589,0.72
5,D3,1308.586,1308.887,0.302
5,F#2,1308.887,1309.027,0.139
5,F#3,1309.027,1309.329,0.302
5,E3,1309.352,1309.538,0.186
5,G3,1309.561,1309.886,0.325
5,F#3,1309.886,1310.35,0.464
5,G3,1310.536,1310.861,0.325
5,B3,1310.884,1311.302,0.418
5,C#4,1311.488,1311.906,0.418
5,B3,1311.952,1312.231,0.279
5,G2,1312.231,1312.37,0.139
5,D4,1312.37,1312.51,0.139
5,C#4,1312.51,1312.951,0.441
5,E4,1312.997,1313.137,0.139
5,F#4,1313.856,1314.251,0.395
5,D2,1314.251,1314.414,0.163
5,C#4,1314.878,1315.25,0.372
5,D4,1315.25,1315.505,0.255
5,B3,1315.551,1315.877,0.325
5,C#4,1315.9,1316.271,0.372
5,B3,1316.504,1316.898,0.395
5,G2,1316.898,1316.991,0.093
